iter	RMSE
134	0.000311072283
135	0.0003083201731
136	0.0003033987321
137	0.0003002877587
138	0.0002948338056
139	0.0002869285278
140	0.0002836910137
141	0.0002797344607
142	0.0002780621122
143	0.0002743937354
144	0.0002729915667
145	0.0002676505613
146	0.0002660637036
147	0.0002650748218
148	0.0002623428515
149	0.0002608113163
150	0.0002582256899
151	0.000254739373
152	0.0002537712339
153	0.0002440530815
154	0.0002423801534
155	0.0002410659793
156	0.0002399065483
157	0.0002374617305
158	0.0002360079508
159	0.0002336834141
160	0.0002323133897
161	0.0002303179751
162	0.0002274287509
163	0.0002223210565
164	0.0002204734979
165	0.0002188393236
166	0.000216457815
167	0.0002156805811
168	0.0002082158459
169	0.0002064769758
170	0.0002059951211
171	0.0002037580318
172	0.000201956045
173	0.0001999794318
174	0.0001958677769
175	0.0001943256609
176	0.0001926001329
177	0.0001915508618
178	0.0001907137802
179	0.0001878906867
180	0.0001859518977
181	0.000184595367
182	0.0001833200646
183	0.0001812875036
184	0.0001788254002
185	0.0001770843828
186	0.0001756162498
187	0.0001751467231
188	0.0001735114669
189	0.0001701473541
190	0.0001694544751
191	0.0001671587517
192	0.0001657643726
193	0.0001649257302
194	0.0001639272619
195	0.0001627483059
196	0.0001618035817
197	0.0001608578704
198	0.0001602653789
199	0.0001587492333
200	0.0001559803434
201	0.0001552948385
202	0.0001543355192
203	0.0001532495223
204	0.0001518180077
205	0.0001501091539
206	0.0001496234686
207	0.0001468584712
208	0.0001462789307
209	0.0001440400655
210	0.0001415684573
211	0.0001405208777
212	0.0001393216163
213	0.0001390764965
214	0.0001379896758
215	0.0001371123567
216	0.0001360700098
217	0.0001345306477
218	0.000133651231
219	0.000132219892
220	0.0001316032147
221	0.0001309812703
222	0.0001308113492
223	0.0001304930116
224	0.0001294244107
225	0.0001276850587
226	0.000126901237
227	0.0001265885909
228	0.0001251575134
229	0.0001239147983
230	0.0001232992516
231	0.0001226592226
232	0.0001216825169
233	0.0001204749892
234	0.0001195551075
235	0.0001180446607
236	0.0001166022826
237	0.0001160585637
238	0.0001157883237
239	0.0001146159109
240	0.0001133080014
241	0.0001125100938
242	0.0001120264892
243	0.0001091088996
244	0.0001085795135
245	0.0001075217989
246	0.0001066088441
247	0.0001060994262
248	0.0001054098983
249	0.0001046512857
250	0.0001042727148
251	0.000103641189
252	0.0001030299728
253	0.0001024287398
254	0.0001015761236
255	0.0001008751183
256	0.0001001263799
257	9.978229103e-05
258	9.937838794e-05
259	9.839939593e-05
260	9.79853813e-05
261	9.746828281e-05
262	9.645258049e-05
263	9.611218686e-05
264	9.5676618e-05
265	9.462670159e-05
266	9.453597239e-05
267	9.401435995e-05
268	9.370395479e-05
269	9.333933156e-05
270	9.25880135e-05
271	9.206493536e-05
272	9.15056202e-05
273	8.90746094e-05
274	8.842097563e-05
275	8.773413301e-05
276	8.73157482e-05
277	8.706174858e-05
278	8.676627355e-05
279	8.632149e-05
280	8.574011836e-05
281	8.559390413e-05
282	8.53076121e-05
283	8.505178803e-05
284	8.470041387e-05
285	8.448907117e-05
286	8.405909062e-05
287	8.304265847e-05
288	8.260082833e-05
289	8.246001858e-05
290	8.17514916e-05
291	8.118512478e-05
292	8.09532338e-05
293	8.058135801e-05
294	8.034044728e-05
295	7.992683666e-05
296	7.949843824e-05
297	7.933987237e-05
298	7.845627988e-05
299	7.789158354e-05
300	7.73229012e-05
301	7.673715598e-05
302	7.637917985e-05
303	7.595364597e-05
304	7.572455237e-05
305	7.538077989e-05
306	7.508729025e-05
307	7.455879621e-05
308	7.43930336e-05
309	7.376878483e-05
310	7.326839034e-05
311	7.277080846e-05
312	7.247717736e-05
313	7.225163109e-05
314	7.213502306e-05
315	7.095395366e-05
316	7.081248024e-05
317	7.039821374e-05
318	6.956615945e-05
319	6.941655833e-05
320	6.921895238e-05
321	6.802304754e-05
322	6.756045787e-05
323	6.744168645e-05
324	6.71990368e-05
325	6.689584687e-05
326	6.605158962e-05
327	6.584356323e-05
328	6.434875776e-05
329	6.409265415e-05
330	6.386008027e-05
331	6.372191613e-05
332	6.350902857e-05
333	6.303249901e-05
334	6.270965526e-05
335	6.15554196e-05
336	6.124149877e-05
337	6.104835106e-05
338	6.046393412e-05
339	6.033400582e-05
340	6.021735967e-05
341	5.985099952e-05
342	5.942781135e-05
343	5.890091734e-05
344	5.870184321e-05
345	5.816891796e-05
346	5.785800813e-05
347	5.764870406e-05
348	5.728951459e-05
349	5.682778252e-05
350	5.645342418e-05
351	5.595396457e-05
352	5.585462861e-05
353	5.565904199e-05
354	5.557794891e-05
355	5.535116825e-05
356	5.524896653e-05
357	5.474506086e-05
358	5.420192013e-05
359	5.405005624e-05
360	5.388308003e-05
361	5.36885198e-05
362	5.339928381e-05
363	5.302206985e-05
364	5.288594058e-05
365	5.266563181e-05
366	5.231466939e-05
367	5.188289951e-05
368	5.183763918e-05
369	5.140700321e-05
370	5.122887022e-05
371	5.089493504e-05
372	5.074419613e-05
373	5.007893209e-05
374	4.935738562e-05
375	4.905411726e-05
376	4.863794609e-05
377	4.842211164e-05
378	4.795061543e-05
379	4.788045406e-05
380	4.741843455e-05
381	4.733895806e-05
382	4.721659002e-05
383	4.691849605e-05
384	4.670555446e-05
385	4.644442014e-05
386	4.608654499e-05
387	4.567608973e-05
388	4.543428858e-05
389	4.521215609e-05
390	4.5070403e-05
391	4.478495091e-05
392	4.451547517e-05
393	4.442110411e-05
394	4.4172476e-05
395	4.408588634e-05
396	4.338407006e-05
397	4.317864333e-05
398	4.302273956e-05
399	4.289203673e-05
400	4.260741217e-05
401	4.216442141e-05
402	4.193315686e-05
403	4.174001573e-05
404	4.158073052e-05
405	4.133146113e-05
406	4.114171651e-05
407	4.10139631e-05
408	4.09079925e-05
409	4.060990639e-05
410	4.025454604e-05
411	4.011035062e-05
412	3.975686288e-05
413	3.961753508e-05
414	3.906144009e-05
415	3.888024715e-05
416	3.88179367e-05
417	3.840198402e-05
418	3.811382584e-05
419	3.800831026e-05
420	3.782751808e-05
421	3.762636099e-05
422	3.759959405e-05
423	3.73544159e-05
424	3.733654142e-05
425	3.69986719e-05
426	3.666813009e-05
427	3.637859908e-05
428	3.620848321e-05
429	3.602149753e-05
430	3.515035253e-05
431	3.492382106e-05
432	3.454521249e-05
433	3.442244073e-05
434	3.425906949e-05
435	3.394307154e-05
436	3.372012527e-05
437	3.357280036e-05
438	3.331140198e-05
439	3.318038027e-05
440	3.311355192e-05
441	3.292668309e-05
442	3.289114089e-05
443	3.280997402e-05
444	3.270301552e-05
445	3.252169837e-05
446	3.20522701e-05
447	3.127960128e-05
448	3.099695381e-05
449	3.081372078e-05
450	3.055120523e-05
451	3.043969427e-05
452	3.03943581e-05
453	3.01150406e-05
454	3.001818081e-05
455	2.977793504e-05
456	2.959493747e-05
457	2.955175578e-05
458	2.935384201e-05
459	2.907118414e-05
460	2.892568162e-05
461	2.884601849e-05
462	2.869391878e-05
463	2.854824427e-05
464	2.844300576e-05
465	2.832476063e-05
466	2.82756591e-05
467	2.805661439e-05
468	2.795707795e-05
469	2.772760969e-05
470	2.741030543e-05
471	2.730174112e-05
472	2.714869616e-05
473	2.70440323e-05
474	2.677877353e-05
475	2.668954341e-05
476	2.64288119e-05
477	2.62039608e-05
478	2.610626283e-05
479	2.5901987e-05
480	2.576018561e-05
481	2.564097815e-05
482	2.557396664e-05
483	2.542142066e-05
484	2.532558847e-05
485	2.517633713e-05
486	2.503833602e-05
487	2.49063466e-05
488	2.476792579e-05
489	2.469474573e-05
490	2.466228169e-05
491	2.443171637e-05
492	2.436436067e-05
493	2.423199366e-05
494	2.395830085e-05
495	2.382510407e-05
496	2.373481977e-05
497	2.360268452e-05
498	2.349180694e-05
499	2.334003006e-05
500	2.330924804e-05
501	2.315226965e-05
502	2.307939784e-05
503	2.298546932e-05
504	2.283277954e-05
505	2.278405924e-05
506	2.262160796e-05
507	2.248131287e-05
508	2.245991985e-05
509	2.237119221e-05
510	2.220020471e-05
511	2.190550813e-05
512	2.175067127e-05
513	2.169803507e-05
514	2.16389521e-05
515	2.159625084e-05
516	2.152644167e-05
517	2.142527085e-05
518	2.127850187e-05
519	2.119825843e-05
520	2.107003513e-05
521	2.105306671e-05
522	2.097049809e-05
523	2.086409589e-05
524	2.084836481e-05
525	2.071919832e-05
526	2.060257878e-05
527	2.053759578e-05
528	2.045497222e-05
529	2.042758681e-05
530	2.023372503e-05
531	2.008569227e-05
532	2.002844007e-05
533	1.996291532e-05
534	1.989568101e-05
535	1.976517561e-05
536	1.931375308e-05
537	1.913455178e-05
538	1.892981048e-05
539	1.877263531e-05
540	1.872658465e-05
541	1.858216789e-05
542	1.850340497e-05
543	1.843960503e-05
544	1.835505507e-05
545	1.828454046e-05
546	1.819891836e-05
547	1.817727546e-05
548	1.789565169e-05
549	1.78653514e-05
550	1.771119412e-05
551	1.757550772e-05
552	1.746437405e-05
553	1.741204693e-05
554	1.732746274e-05
555	1.725323097e-05
556	1.719047731e-05
557	1.714535976e-05
558	1.707747299e-05
559	1.699832945e-05
560	1.691881346e-05
561	1.688145891e-05
562	1.681910167e-05
563	1.678650007e-05
564	1.67757618e-05
565	1.673059803e-05
566	1.66988067e-05
567	1.665398739e-05
568	1.653788003e-05
569	1.641325812e-05
570	1.637461479e-05
571	1.629392233e-05
572	1.624730972e-05
573	1.605860562e-05
574	1.604051601e-05
575	1.59194192e-05
576	1.588349412e-05
577	1.58676445e-05
578	1.585918714e-05
579	1.582230342e-05
580	1.57889172e-05
581	1.544662274e-05
582	1.535879107e-05
583	1.532610127e-05
584	1.529977733e-05
585	1.523661182e-05
586	1.514849189e-05
587	1.504245434e-05
588	1.500259407e-05
589	1.491659327e-05
590	1.485424829e-05
591	1.479685283e-05
592	1.4768504e-05
593	1.463987304e-05
594	1.459103919e-05
595	1.454798252e-05
596	1.44029824e-05
597	1.435441839e-05
598	1.424698451e-05
599	1.4206436e-05
600	1.414733367e-05
601	1.406983997e-05
602	1.40525742e-05
603	1.38678324e-05
604	1.38141037e-05
605	1.361652913e-05
606	1.347180964e-05
607	1.343856921e-05
608	1.334886386e-05
609	1.324665849e-05
610	1.314216774e-05
611	1.30949594e-05
612	1.305772115e-05
613	1.299111351e-05
614	1.293983201e-05
615	1.28785779e-05
616	1.282126429e-05
617	1.275335815e-05
618	1.270657852e-05
619	1.269834909e-05
620	1.26129384e-05
621	1.249824228e-05
622	1.246982843e-05
623	1.238573787e-05
624	1.22674353e-05
625	1.223659979e-05
626	1.220259172e-05
627	1.211406691e-05
628	1.189938349e-05
629	1.18414426e-05
630	1.177113772e-05
631	1.171231618e-05
632	1.167657085e-05
633	1.165905189e-05
634	1.161739086e-05
635	1.156191272e-05
636	1.145825123e-05
637	1.13585378e-05
638	1.132870422e-05
639	1.12580392e-05
640	1.121787937e-05
641	1.118863169e-05
642	1.116783125e-05
643	1.106432653e-05
644	1.105120616e-05
645	1.102571262e-05
646	1.100851412e-05
647	1.096855e-05
648	1.093708096e-05
649	1.092448255e-05
650	1.075827697e-05
651	1.074545722e-05
652	1.063860082e-05
653	1.062416413e-05
654	1.060389502e-05
655	1.054898741e-05
656	1.045884649e-05
657	1.04159433e-05
658	1.04109079e-05
659	1.038698163e-05
660	1.036555731e-05
661	1.034049539e-05
662	1.020077057e-05
663	1.012815493e-05
664	1.010485212e-05
665	1.004662943e-05
666	1.000987933e-05
667	9.974603416e-06
668	9.882203217e-06
669	9.842812418e-06
670	9.830871992e-06
671	9.792667026e-06
672	9.739316994e-06
673	9.726833012e-06
674	9.640865397e-06
675	9.612599939e-06
676	9.54986868e-06
677	9.510538181e-06
678	9.433955859e-06
679	9.377703091e-06
680	9.247776285e-06
681	9.207174006e-06
682	9.151859774e-06
683	9.086767233e-06
684	9.016040422e-06
685	8.974334734e-06
686	8.909207422e-06
687	8.901796624e-06
688	8.883765991e-06
689	8.866069288e-06
690	8.836211902e-06
691	8.727513732e-06
692	8.710000758e-06
693	8.635289662e-06
694	8.631472018e-06
695	8.597911291e-06
696	8.559556445e-06
697	8.55295215e-06
698	8.490802853e-06
699	8.486346425e-06
700	8.47463372e-06
701	8.466639503e-06
702	8.452472335e-06
703	8.41608141e-06
704	8.378575036e-06
705	8.3063858e-06
706	8.264973263e-06
