emp_id,age,education_level,num_parent,num_child,num_sibling,num_spouse,job_level,department_name,total_working_year,total_working_year_z_manager,total_working_year_z_position,total_working_year_z_job_level,total_working_year_z_department,num_employee_under_manager,year_with_current_manager,num_past_manager,num_employee_under_position,num_employee_under_job_level,num_employee_under_department,salary_z_manager,salary_z_position,salary_z_job_level,percentage_salary_increase_since_hire,year_since_last_salary_adjustment,salary_compare_market_rate,year_in_current_position,num_past_promotion,time_since_last_promotion,avg_time_to_promotion,num_training,num_activity,num_skills,avg_skills_score,num_skill_gap,skill_score_vs_avg_position_score,skill_score_vs_median_position_score,avg_performance_score,performance_score_z_manager,performance_score_z_position,performance_score_z_job_level,performance_score_z_department,total_ot_hours_3_months,total_sick_leave_hours_6_months,total_vacation_leave_hours_6_months,distance_from_home_to_office,execution_date,termination_value
990001,33,2,2,0,0,1,2,Business Development,0.536986301369863,0.0,0.0,0.0,0.0,1,0.536986301369863,1,1,2,1,0.0,0.0,-0.7071067811865476,0.0,0.536986301369863,1.0113,0.536986301369863,0.0,0.536986301369863,0.536986301369863,0.0,0.0,18,3.2777777777777777,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2020-11-30,0.0
990002,33,2,1,0,4,0,2,Data Scientist,0.536986301369863,0.0,0.0,0.0,0.0,1,0.536986301369863,1,1,2,1,0.0,0.0,0.7071067811865476,0.0,0.536986301369863,1.0028,0.536986301369863,0.0,0.536986301369863,0.536986301369863,0.0,0.0,19,3.1052631578947367,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.016643112499974,2020-11-30,0.0
990001,33,2,2,0,0,1,2,Business Development,0.6219178082191781,0.0,0.0,0.0,0.0,1,0.6219178082191781,1,1,2,1,0.0,0.0,-0.7071067811865476,0.0,0.6219178082191781,1.0113,0.6219178082191781,0.0,0.6219178082191781,0.6219178082191781,0.0,0.0,18,3.2777777777777777,0,1.0,1.0,4.0,0.0,0.0,0.7071067811865444,0.0,0.0,7.0,0.0,0.0,2020-12-31,0.0
990002,33,2,1,0,4,0,2,Data Scientist,0.6219178082191781,0.0,0.0,0.0,0.0,1,0.6219178082191781,1,1,2,1,0.0,0.0,0.7071067811865476,0.0,0.6219178082191781,1.0028,0.6219178082191781,0.0,0.6219178082191781,0.6219178082191781,0.0,0.0,19,3.1052631578947367,1,1.0,1.0,3.9,0.0,0.0,-0.7071067811865506,0.0,2.0,0.0,0.0,8.016643112499974,2020-12-31,0.0
990001,34,2,2,0,0,1,2,Business Development,0.7068493150684931,0.0,0.0,0.0,0.0,1,0.7068493150684931,1,1,2,1,0.0,0.0,-0.7071067811865476,0.0,0.7068493150684931,1.0113,0.7068493150684931,0.0,0.7068493150684931,0.7068493150684931,0.0,0.0,18,3.2777777777777777,0,1.0,1.0,4.0,0.0,0.0,0.7071067811865444,0.0,4.0,14.0,0.0,0.0,2021-01-31,0.0
990002,34,2,1,0,4,0,2,Data Scientist,0.7068493150684931,0.0,0.0,0.0,0.0,1,0.7068493150684931,1,1,2,1,0.0,0.0,0.7071067811865476,0.0,0.7068493150684931,1.0028,0.7068493150684931,0.0,0.7068493150684931,0.7068493150684931,0.0,0.0,19,3.1052631578947367,1,1.0,1.0,3.9,0.0,0.0,-0.7071067811865506,0.0,2.0,0.0,0.0,8.016643112499974,2021-01-31,0.0
990001,34,2,2,0,0,1,2,Business Development,0.7835616438356164,0.7071067811865476,0.0,0.0,0.0,2,0.7835616438356164,1,1,2,1,0.7071067811865479,0.0,-0.7071067811865476,0.0,0.7835616438356164,1.0113,0.7835616438356164,0.0,0.7835616438356164,0.7835616438356164,0.0,0.0,18,3.2777777777777777,0,1.0,1.0,4.0,0.7071067811865475,0.0,0.7071067811865444,0.0,4.0,14.0,0.0,0.0,2021-02-28,0.0
990002,34,2,1,0,4,0,2,Data Scientist,0.7835616438356164,0.0,0.0,0.0,0.7071067811865476,1,0.7835616438356164,1,1,2,2,0.0,0.0,0.7071067811865476,0.0,0.7835616438356164,1.0028,0.7835616438356164,0.0,0.7835616438356164,0.7835616438356164,0.0,0.0,19,3.1052631578947367,1,1.0,1.0,3.9,0.0,0.0,-0.7071067811865506,0.7071067811865476,1.0,0.0,0.0,8.016643112499974,2021-02-28,0.0
990003,28,2,2,0,1,1,1,Data Scientist,0.00821917808219178,-0.7071067811865475,0.0,0.0,-0.7071067811865475,2,0.00821917808219178,1,1,1,2,-0.7071067811865472,0.0,0.0,0.0,0.00821917808219178,1.0134,0.00821917808219178,0.0,0.00821917808219178,0.00821917808219178,0.0,0.0,20,3.05,0,1.0,1.0,0.0,-0.7071067811865475,0.0,0.0,-0.7071067811865476,0.0,0.0,0.0,585.5181984900419,2021-02-28,0.0
990001,34,2,2,0,0,1,2,Business Development,0.8684931506849315,0.7071067811865476,0.0,0.0,0.0,2,0.8684931506849315,1,1,2,1,0.7071067811865479,0.0,-0.7071067811865476,0.0,0.8684931506849315,1.0113,0.8684931506849315,0.0,0.8684931506849315,0.8684931506849315,0.0,0.0,18,3.2777777777777777,0,1.0,1.0,4.0,0.7071067811865475,0.0,0.7071067811865444,0.0,4.0,14.0,0.0,0.0,2021-03-31,0.0
990002,34,2,1,0,4,0,2,Data Scientist,0.8684931506849315,0.0,0.0,0.0,0.7071067811865476,1,0.8684931506849315,1,1,2,2,0.0,0.0,0.7071067811865476,0.0,0.8684931506849315,1.0028,0.8684931506849315,0.0,0.8684931506849315,0.8684931506849315,0.0,0.0,19,3.1052631578947367,1,1.0,1.0,3.9,0.0,0.0,-0.7071067811865506,0.7071067811865476,5.0,0.0,0.0,8.016643112499974,2021-03-31,0.0
990003,28,2,2,0,1,1,1,Data Scientist,0.09315068493150686,-0.7071067811865475,0.0,0.0,-0.7071067811865475,2,0.09315068493150686,1,1,1,2,-0.7071067811865472,0.0,0.0,0.0,0.09315068493150686,1.0134,0.09315068493150686,0.0,0.09315068493150686,0.09315068493150686,0.0,0.0,20,3.05,0,1.0,1.0,0.0,-0.7071067811865475,0.0,0.0,-0.7071067811865476,0.0,0.0,0.0,585.5181984900419,2021-03-31,0.0
990001,34,2,2,0,0,1,2,Business Development,0.9506849315068493,0.7071067811865476,0.0,0.0,0.0,2,0.9506849315068493,1,1,2,1,0.7071067811865479,0.0,-0.7071067811865476,0.0,0.9506849315068493,1.0113,0.9506849315068493,0.0,0.9506849315068493,0.9506849315068493,0.0,0.0,18,3.2777777777777777,0,1.0,1.0,4.0,0.7071067811865475,0.0,0.7071067811865444,0.0,0.0,14.0,0.0,0.0,2021-04-30,0.0
990002,34,2,1,0,4,0,2,Data Scientist,0.9506849315068493,0.0,0.0,0.0,0.7071067811865476,1,0.9506849315068493,1,1,2,2,0.0,0.0,0.7071067811865476,0.0,0.9506849315068493,1.0028,0.9506849315068493,0.0,0.9506849315068493,0.9506849315068493,0.0,0.0,19,3.1052631578947367,1,1.0,1.0,3.9,0.0,0.0,-0.7071067811865506,0.7071067811865476,5.0,0.0,0.0,8.016643112499974,2021-04-30,0.0
990003,28,2,2,0,1,1,1,Data Scientist,0.17534246575342466,-0.7071067811865475,0.0,0.0,-0.7071067811865475,2,0.17534246575342466,1,1,1,2,-0.7071067811865472,0.0,0.0,0.0,0.17534246575342466,1.0134,0.17534246575342466,0.0,0.17534246575342466,0.17534246575342466,0.0,0.0,20,3.05,0,1.0,1.0,0.0,-0.7071067811865475,0.0,0.0,-0.7071067811865476,0.0,0.0,0.0,585.5181984900419,2021-04-30,0.0
990001,34,2,2,0,0,1,2,Business Development,1.0356164383561643,0.7071067811865476,0.0,0.0,0.0,2,1.0356164383561643,1,1,2,1,0.7071067811865479,0.0,-0.7071067811865476,0.0,1.0356164383561643,1.0113,1.0356164383561643,0.0,1.0356164383561643,1.0356164383561643,0.0,0.0,18,3.2777777777777777,0,1.0,1.0,4.0,0.7071067811865475,0.0,0.7071067811865444,0.0,0.0,7.0,0.0,0.0,2021-05-31,0.0
990002,34,2,1,0,4,0,2,Data Scientist,1.0356164383561643,0.0,0.0,0.0,0.7071067811865476,1,1.0356164383561643,1,1,2,2,0.0,0.0,0.7071067811865476,0.0,1.0356164383561643,1.0028,1.0356164383561643,0.0,1.0356164383561643,1.0356164383561643,0.0,0.0,19,3.1052631578947367,1,1.0,1.0,3.9,0.0,0.0,-0.7071067811865506,0.7071067811865476,4.0,0.0,0.0,8.016643112499974,2021-05-31,0.0
990003,28,2,2,0,1,1,1,Data Scientist,0.2602739726027397,-0.7071067811865475,0.0,0.0,-0.7071067811865475,2,0.2602739726027397,1,1,1,2,-0.7071067811865472,0.0,0.0,0.0,0.2602739726027397,1.0134,0.2602739726027397,0.0,0.2602739726027397,0.2602739726027397,0.0,0.0,20,3.05,0,1.0,1.0,0.0,-0.7071067811865475,0.0,0.0,-0.7071067811865476,0.0,0.0,0.0,585.5181984900419,2021-05-31,0.0
990001,34,2,2,0,0,1,2,Business Development,1.1178082191780823,0.7071067811865476,0.0,0.0,0.0,2,1.1178082191780823,1,1,2,1,0.7071067811865479,0.0,-0.7071067811865476,0.0,1.1178082191780823,1.0113,1.1178082191780823,0.0,1.1178082191780823,1.1178082191780823,0.0,0.0,18,3.2777777777777777,0,1.0,1.0,3.9,-0.707106781186548,0.0,-0.7071067811865506,0.0,1.0,7.0,0.0,0.0,2021-06-30,0.0
990002,34,2,1,0,4,0,2,Data Scientist,1.1178082191780823,0.7071067811865475,0.0,0.0,0.7071067811865476,2,1.1178082191780823,1,1,2,2,0.7071067811865476,0.0,0.7071067811865476,0.0,1.1178082191780823,1.0028,1.1178082191780823,0.0,1.1178082191780823,1.1178082191780823,0.0,0.0,19,3.1052631578947367,1,1.0,1.0,4.0,0.7071067811865475,0.0,0.7071067811865444,-0.7071067811865475,4.0,0.0,0.0,8.016643112499974,2021-06-30,0.0
990003,28,2,2,0,1,1,1,Data Scientist,0.3424657534246575,-0.7071067811865477,0.0,0.7071067811865476,-0.7071067811865477,2,0.3424657534246575,1,1,2,2,-0.7071067811865472,0.0,0.7071067811865478,0.0,0.3424657534246575,1.0134,0.3424657534246575,0.0,0.3424657534246575,0.3424657534246575,0.0,0.0,20,3.05,0,1.0,1.0,4.6,0.7071067811865471,0.0,0.7071067811865475,0.7071067811865475,0.0,0.0,0.0,585.5181984900419,2021-06-30,0.0
990004,24,1,2,0,0,0,1,Operations,0.06575342465753424,-0.7071067811865475,0.0,-0.7071067811865476,0.0,2,0.06575342465753424,1,1,2,1,-0.7071067811865476,0.0,-0.7071067811865471,0.0,0.06575342465753424,1.0014,0.06575342465753424,0.0,0.06575342465753424,0.06575342465753424,0.0,0.0,14,3.357142857142857,3,1.0,1.0,0.0,-0.7071067811865475,0.0,-0.7071067811865475,0.0,0.0,0.0,0.0,678.8924358516423,2021-06-30,0.0
990001,34,2,2,0,0,1,2,Business Development,1.2027397260273973,0.7071067811865476,0.0,0.0,0.0,2,1.2027397260273973,1,1,2,1,0.7071067811865479,0.0,-0.7071067811865476,0.0,1.2027397260273973,1.0113,1.2027397260273973,0.0,1.2027397260273973,1.2027397260273973,0.0,0.0,18,3.2777777777777777,0,1.0,1.0,3.9,-0.707106781186548,0.0,-0.7071067811865506,0.0,1.0,0.0,0.0,0.0,2021-07-31,0.0
990002,34,2,1,0,4,0,2,Data Scientist,1.2027397260273973,0.7071067811865475,0.0,0.0,0.7071067811865476,2,1.2027397260273973,1,1,2,2,0.7071067811865476,0.0,0.7071067811865476,0.0,1.2027397260273973,1.0028,1.2027397260273973,0.0,1.2027397260273973,1.2027397260273973,0.0,0.0,19,3.1052631578947367,1,1.0,1.0,4.0,0.7071067811865475,0.0,0.7071067811865444,-0.7071067811865475,2.0,0.0,0.0,8.016643112499974,2021-07-31,0.0
990003,28,2,2,0,1,1,1,Data Scientist,0.4273972602739726,-0.7071067811865476,0.0,0.7071067811865477,-0.7071067811865476,2,0.4273972602739726,1,1,2,2,-0.7071067811865472,0.0,0.7071067811865478,0.0,0.4273972602739726,1.0134,0.4273972602739726,0.0,0.4273972602739726,0.4273972602739726,0.0,0.0,20,3.05,0,1.0,1.0,4.6,0.7071067811865471,0.0,0.7071067811865475,0.7071067811865475,0.0,0.0,0.0,585.5181984900419,2021-07-31,0.0
990004,24,1,2,0,0,0,1,Operations,0.1506849315068493,-0.7071067811865475,0.0,-0.7071067811865474,0.0,2,0.1506849315068493,1,1,2,1,-0.7071067811865476,0.0,-0.7071067811865471,0.0,0.1506849315068493,1.0014,0.1506849315068493,0.0,0.1506849315068493,0.1506849315068493,0.0,0.0,14,3.357142857142857,3,1.0,1.0,0.0,-0.7071067811865475,0.0,-0.7071067811865475,0.0,0.0,0.0,0.0,678.8924358516423,2021-07-31,0.0
990001,34,2,2,0,0,1,2,Business Development,1.2876712328767124,0.7071067811865476,0.0,0.0,0.0,2,1.2876712328767124,1,1,2,1,0.7071067811865479,0.0,-0.7071067811865476,0.0,1.2876712328767124,1.0113,1.2876712328767124,0.0,1.2876712328767124,1.2876712328767124,0.0,0.0,18,3.2777777777777777,0,1.0,1.0,3.9,-0.707106781186548,0.0,-0.7071067811865506,0.0,3.0,0.0,0.0,0.0,2021-08-31,0.0
990002,34,2,1,0,4,0,2,Data Scientist,1.2876712328767124,0.7071067811865476,0.0,0.0,0.7071067811865476,2,1.2876712328767124,1,1,2,2,0.7071067811865476,0.0,0.7071067811865476,0.0,1.2876712328767124,1.0028,1.2876712328767124,0.0,1.2876712328767124,1.2876712328767124,0.0,0.0,19,3.1052631578947367,1,1.0,1.0,4.0,0.7071067811865475,0.0,0.7071067811865444,-0.7071067811865475,2.0,0.0,0.0,8.016643112499974,2021-08-31,0.0
990003,28,2,2,0,1,1,1,Data Scientist,0.5123287671232877,-0.7071067811865476,0.0,0.7071067811865475,-0.7071067811865476,2,0.5123287671232877,1,1,2,2,-0.7071067811865472,0.0,0.7071067811865478,0.0,0.5123287671232877,1.0134,0.5123287671232877,0.0,0.5123287671232877,0.5123287671232877,0.0,0.0,20,3.05,0,1.0,1.0,4.6,0.7071067811865471,0.0,0.7071067811865475,0.7071067811865475,0.0,0.0,0.0,585.5181984900419,2021-08-31,0.0
990004,24,1,2,0,0,0,1,Operations,0.2356164383561644,-0.7071067811865475,0.0,-0.7071067811865476,0.0,2,0.2356164383561644,1,1,2,1,-0.7071067811865476,0.0,-0.7071067811865471,0.0,0.2356164383561644,1.0014,0.2356164383561644,0.0,0.2356164383561644,0.2356164383561644,0.0,0.0,14,3.357142857142857,3,1.0,1.0,0.0,-0.7071067811865475,0.0,-0.7071067811865475,0.0,0.0,0.0,0.0,678.8924358516423,2021-08-31,0.0
990001,34,2,2,0,0,1,2,Business Development,1.36986301369863,0.7071067811865475,0.0,0.0,0.0,2,1.36986301369863,1,1,2,1,0.7071067811865479,0.0,-0.7071067811865476,0.0,1.36986301369863,1.0113,1.36986301369863,0.0,1.36986301369863,1.36986301369863,0.0,0.0,18,3.2777777777777777,0,1.0,1.0,3.9,-0.707106781186548,0.0,-0.7071067811865506,0.0,2.0,0.0,0.0,0.0,2021-09-30,0.0
990002,34,2,1,0,4,0,2,Data Scientist,1.36986301369863,0.7071067811865475,0.0,0.0,0.7071067811865475,2,1.36986301369863,1,1,2,2,0.7071067811865476,0.0,0.7071067811865476,0.0,1.36986301369863,1.0028,1.36986301369863,0.0,1.36986301369863,1.36986301369863,0.0,0.0,19,3.1052631578947367,1,1.0,1.0,4.0,0.7071067811865475,0.0,0.7071067811865444,-0.7071067811865475,0.0,0.0,0.0,8.016643112499974,2021-09-30,0.0
990003,28,2,2,0,1,1,1,Data Scientist,0.5945205479452055,-0.7071067811865477,0.0,0.7071067811865476,-0.7071067811865477,2,0.5945205479452055,1,1,2,2,-0.7071067811865472,0.0,0.7071067811865478,0.0,0.5945205479452055,1.0134,0.5945205479452055,0.0,0.5945205479452055,0.5945205479452055,0.0,0.0,20,3.05,0,1.0,1.0,4.6,0.7071067811865471,0.0,0.7071067811865475,0.7071067811865475,0.0,0.0,0.0,585.5181984900419,2021-09-30,0.0
990004,24,1,2,0,0,0,1,Operations,0.3178082191780822,-0.7071067811865475,0.0,-0.7071067811865476,0.0,2,0.3178082191780822,1,1,2,1,-0.7071067811865476,0.0,-0.7071067811865471,0.0,0.3178082191780822,1.0014,0.3178082191780822,0.0,0.3178082191780822,0.3178082191780822,0.0,0.0,14,3.357142857142857,3,1.0,1.0,0.0,-0.7071067811865475,0.0,-0.7071067811865475,0.0,0.0,0.0,0.0,678.8924358516423,2021-09-30,0.0
990001,34,2,2,0,0,1,2,Business Development,1.4547945205479451,0.7071067811865475,0.0,0.0,0.0,2,1.4547945205479451,1,1,2,1,0.7071067811865479,0.0,-0.7071067811865476,0.0,1.4547945205479451,1.0113,1.4547945205479451,0.0,1.4547945205479451,1.4547945205479451,0.0,0.0,18,3.2777777777777777,0,1.0,1.0,3.9,-0.707106781186548,0.0,-0.7071067811865506,0.0,2.0,0.0,0.0,0.0,2021-10-31,0.0
990002,34,2,1,0,4,0,2,Data Scientist,1.4547945205479451,0.7071067811865475,0.0,0.0,0.7071067811865475,2,1.4547945205479451,1,1,2,2,0.7071067811865476,0.0,0.7071067811865476,0.0,1.4547945205479451,1.0028,1.4547945205479451,0.0,1.4547945205479451,1.4547945205479451,0.0,0.0,19,3.1052631578947367,1,1.0,1.0,4.0,0.7071067811865475,0.0,0.7071067811865444,-0.7071067811865475,0.0,0.0,0.0,8.016643112499974,2021-10-31,0.0
990003,28,2,2,0,1,1,1,Data Scientist,0.6794520547945205,-0.7071067811865477,0.0,0.7071067811865479,-0.7071067811865477,2,0.6794520547945205,1,1,2,2,-0.7071067811865472,0.0,0.7071067811865478,0.0,0.6794520547945205,1.0134,0.6794520547945205,0.0,0.6794520547945205,0.6794520547945205,0.0,0.0,20,3.05,0,1.0,1.0,4.6,0.7071067811865471,0.0,0.7071067811865475,0.7071067811865475,0.0,0.0,0.0,585.5181984900419,2021-10-31,0.0
990004,24,1,2,0,0,0,1,Operations,0.40273972602739727,-0.7071067811865475,0.0,-0.7071067811865472,0.0,2,0.40273972602739727,1,1,2,1,-0.7071067811865476,0.0,-0.7071067811865471,0.0,0.40273972602739727,1.0014,0.40273972602739727,0.0,0.40273972602739727,0.40273972602739727,0.0,0.0,14,3.357142857142857,3,1.0,1.0,0.0,-0.7071067811865475,0.0,-0.7071067811865475,0.0,0.0,0.0,0.0,678.8924358516423,2021-10-31,0.0
990001,34,2,2,0,0,1,2,Business Development,1.536986301369863,1.3235405248185739,0.0,0.0,0.0,4,1.536986301369863,1,1,2,1,0.7164747202949661,0.0,-0.7071067811865476,0.0,1.536986301369863,1.0113,1.536986301369863,0.0,1.536986301369863,1.536986301369863,0.0,0.0,18,3.2777777777777777,0,1.0,1.0,3.9,0.718529268512519,0.0,-0.7071067811865506,0.0,0.0,0.0,0.0,0.0,2021-11-30,0.0
990002,34,2,1,0,4,0,2,Data Scientist,1.536986301369863,0.7071067811865476,0.0,0.0,0.7071067811865474,2,1.536986301369863,1,1,2,2,0.7071067811865476,0.0,0.7071067811865476,0.0,1.536986301369863,1.0028,1.536986301369863,0.0,1.536986301369863,1.536986301369863,0.0,0.0,19,3.1052631578947367,1,1.0,1.0,4.0,0.7071067811865475,0.0,0.7071067811865444,-0.7071067811865475,0.0,3.0,0.0,8.016643112499974,2021-11-30,0.0
990003,28,2,2,0,1,1,1,Data Scientist,0.7616438356164383,0.22431244404482065,0.0,1.2187707880676428,-0.7071067811865477,4,0.7616438356164383,1,1,4,2,-0.42782344484853896,0.0,0.14082047978207832,0.0,0.7616438356164383,1.0134,0.7616438356164383,0.0,0.7616438356164383,0.7616438356164383,0.0,0.0,20,3.05,0,1.0,1.0,4.6,1.0018929237005545,0.0,1.5,0.7071067811865475,0.0,2.0,0.0,585.5181984900419,2021-11-30,0.0
990004,24,1,2,0,0,0,1,Operations,0.4849315068493151,-0.7071067811865475,0.0,0.4181473760687359,0.0,2,0.4849315068493151,1,1,4,1,-0.7071067811865476,0.0,-0.929122888022767,0.0,0.4849315068493151,1.0014,0.4849315068493151,0.0,0.4849315068493151,0.4849315068493151,0.0,0.0,14,3.357142857142857,3,1.0,1.0,0.0,-0.7071067811865475,0.0,-0.5,0.0,0.0,0.0,0.0,678.8924358516423,2021-11-30,0.0
990005,26,1,2,0,1,0,1,Data Engineer,0.057534246575342465,-0.7739264844316973,0.0,-0.8184590820681898,0.0,4,0.057534246575342465,1,1,4,1,0.9191524522738853,0.0,1.344464286216751,0.0,0.057534246575342465,0.9814,0.057534246575342465,0.0,0.057534246575342465,0.057534246575342465,0.0,0.0,14,2.857142857142857,0,1.0,1.0,0.0,-0.8602110961065368,0.0,-0.5,0.0,0.0,5.0,0.0,0.0,2021-11-30,0.0
990006,27,1,2,0,0,0,1,Software Development,0.057534246575342465,-0.7739264844316973,0.0,-0.8184590820681898,0.0,4,0.057534246575342465,1,1,4,1,-1.2078037277203124,0.0,-0.5561618779760624,0.0,0.057534246575342465,1.011,0.057534246575342465,0.0,0.057534246575342465,0.057534246575342465,0.0,0.0,20,2.95,3,1.0,1.0,0.0,-0.8602110961065368,0.0,-0.5,0.0,0.0,0.0,0.0,8.016643112499974,2021-11-30,0.0
990001,34,2,2,0,0,1,2,Business Development,1.621917808219178,1.7924722183829185,0.0,0.0,0.0,6,1.621917808219178,1,1,2,1,1.0690929283321855,0.0,-0.7071067811865476,0.0,1.621917808219178,1.0113,1.621917808219178,0.0,1.621917808219178,1.621917808219178,0.0,0.0,18,3.2777777777777777,0,1.0,1.0,3.9,0.4527844676053753,0.0,-0.7071067811865459,0.0,0.0,0.0,0.0,0.0,2021-12-31,0.0
990002,34,2,1,0,4,0,2,Data Scientist,1.621917808219178,0.7071067811865476,0.0,0.0,0.9918577117154925,2,1.621917808219178,1,1,2,3,0.7071067811865476,0.0,0.7071067811865476,0.0,1.621917808219178,1.0028,1.621917808219178,0.0,1.621917808219178,1.621917808219178,0.0,0.0,19,3.1052631578947367,1,1.0,1.0,4.1000000000000005,-0.7071067811865476,0.0,0.7071067811865491,0.4754573110501966,0.0,3.0,0.0,8.016643112499974,2021-12-31,0.0
990003,28,2,2,0,1,1,1,Data Scientist,0.8465753424657534,0.5861234959040459,0.0,1.2187707880676428,0.016090391615314947,6,0.8465753424657534,1,1,4,3,0.19011387588631387,0.0,0.14082047978207832,0.0,0.8465753424657534,1.0134,0.8465753424657534,0.0,0.8465753424657534,0.8465753424657534,0.0,0.0,20,3.05,0,1.0,1.0,4.6,0.7645377075959614,0.0,0.26111648393354625,0.6735645239877781,0.0,2.0,0.0,585.5181984900419,2021-12-31,0.0
